Nome,Tipo,Sub-Tipo,Local,Imagem,Descrição,Interconexão 1,Interconexão 2,Interconexão 3,Interconexão 4,Interconexão 5,Interconexão 6,Interconexão 7,Interconexão 8,Interconexão 9,Interconexão 10,Interconexão 11,Interconexão 12,Interconexão 13,Interconexão 14,Interconexão 15
Sacadura Cabral,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Praça Dezessete,Monumento aos aviadores portugueses,Gago Coutinho,Cais de Santa Rita,,,,,,,,,,,
Santos Dumont,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Cais da Lingueta,,,,,,,,,,,,,,
Savoy,Local,Bar/Restaurante,Santo Antonio,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Avenida Guararapes,Carlos Pena Filho,Mauro Mota,Eugenio Coimbra Junior,,,,,,,,,,,
Sebastião de Castro Caldas,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Patio de São Pedro,Guerra dos Mascates,Marco Zero,Confederação do Equador,,,,,,,,,,,
Seminário de Olinda,Local,Templo Religioso,Olinda,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Azeredo Coutinho (Bispo),,,,,,,,,,,,,,
Sergio Loreto,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Praça Sergio Loreto,Avenida Boa Viagem,Anibal Fernandes,Amaury de Medeiros,Cangaço,Coluna Prestes,Cordeiro de Fárias,Cleto Campelo,Estácio Coimbra,Hospital Centenário,Mercado da Madalena,Praça do Entrocamento,Palácio da Justiça,,
Sinagoga Kahal Zur Israel,Local,Templo Religioso,Recife Antigo,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Invasão Holandesa,Rua do Bom Jesus,,,,,,,,,,,,,
Sitio da Trindade,Local,Sitio Histórico,Casa Amarela,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Estrada do Arraial,Invasão Holandesa,Matias de Albuquerque,Henrique Dias,,,,,,,,,,,
Sitio do Valença,Local,Sitio Histórico,Madalena,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Mercado da Madalena,Irmãos Valença,,,,,,,,,,,,,
Sport Clube do Recife,Local,Clube,Madalena,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Clube Nautico Capibaribe,Rio Capibaribe,Santa Cruz Futebol Clube,,,,,,,,,,,,
Sudene,Local,Instituição,Engenho do Meio,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",UFPE,Cid Sampaio,Celso Furtado,,,,,,,,,,,,
Teatro Apolo,Local,Teatro,Recife Antigo,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Rua do Apolo,Teatro Hermilio Borba Filho,,,,,,,,,,,,,
Teatro Hermilio Borba Filho,Local,Teatro,Recife Antigo,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Iniciou suas atividades em 1987. Surgiu a partir do espaço cênico do teatro Apolo, depois reformado e batizado com o nome de um grande dramaturgo pernambucano nascido em Palmares. ",Teatro Apolo,Hermilio Borba Filho,,,,,,,,,,,,,
Teatro Santa Isabel,Local,Teatro,Santo Antonio,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Castro Alves,Francisco do Rego Barros,Joaquim Nabuco,Praça da República,Princesa Isabel,Tobias Barreto,,,,,,,,,
Teles Junior,Personagem,,,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",2 Jardim de Boa Viagem,,,,,,,,,,,,,,
Terminal de Santa Rita,Local,Estação de Transporte Público,São José,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Ponte Giratória,Praça do Pirulito,Igreja de São José do Ribamar,Transporte Publico no Recife,,,,,,,,,,,
Tobias Barreto,Personagem,,,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Teatro Santa Isabel,,,,,,,,,,,,,,
Torre do Zeppelin,Local,Museu,Jiquiá,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Estácio Coimbra,,,,,,,,,,,,,,
Torre Malakoff,Local,Museu,Recife Antigo,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Avenida Alfredo Lisboa,Praça do Arsenal,,,,,,,,,,,,,
Transporte Publico no Recife,Fato Histórico,,,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Terminal de Santa Rita,Ponte D'Uchôa,Terminal de Santa Rita,Pernambuco Tramways,,,,,,,,,,,
UFPE,Local,Universidade,Varzea,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Sudene,Bezerra Coutinho,Faculdade de Medicina,Joaquim Amazonas,Luis Freire,UFRPE,,,,,,,,,
UFRPE,Local,Universidade,Varzea,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",UFPE,Parque de Dois Irmãos,Jardim Botânico,,,,,,,,,,,,
Ulisses Pernambucano,Personagem,,,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Hospital da Tamarineira,,,,,,,,,,,,,,
União Brasileira do Escritores,Local,Instituição,Casa Forte,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Avenida 17 de Agosto,,,,,,,,,,,,,,
Via Mangue,Local,Logradouro,Boa Viagem,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Geraldo Julio,,,,,,,,,,,,,,
Viaduto Capitão Temudo,Local,Viaduto,São José,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Capitão Temudo,Avenida Agamenon Magalhães,,,,,,,,,,,,,
Viaduto José de Barros Lima,Local,Viaduto,São José,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",José de Barros Lima (Leão Coroado),Avenida Agamenon Magalhães,,,,,,,,,,,,,
Vidal de Negreiros,Personagem,,,https://image.freepik.com/free-vector/circle-made-of-music-instruments_23-2147509304.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Invasão Holandesa,,,,,,,,,,,,,,
