Nome,Tipo,Sub-Tipo,Local,Imagem,Descrição,Interconexão 1,Interconexão 2,Interconexão 3,Interconexão 4,Interconexão 5,Interconexão 6,Interconexão 7,Interconexão 8,Interconexão 9,Interconexão 10,Interconexão 11,Interconexão 12,Interconexão 13,Interconexão 14,Interconexão 15
Praça da Varzea,Local,Praça,Varzea,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Igreja da Varzea,,,,,,,,,,,,,,
Praça de Boa Viagem,Local,Praça,Boa Viagem,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Igreja de Boa Viagem,,,,,,,,,,,,,,
Praça de Casa Forte,Local,Praça,Casa Forte,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Avenida 17 de Agosto,Roberto Burle Marx,,,,,,,,,,,,,
Praça Dezessete,Local,Praça,São José,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Monumento aos aviadores portugueses,Fórum Thomaz de Aquino,Igreja do Divino Espirito Santo,Rua do Imperador,Fórum Thomaz de Aquino,,,,,,,,,,
Praça do Arsenal,Local,Praça,Recife Antigo,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Arsenal da Marinha,Almirante Tamandaré,Torre Malakoff,Rua do Bom Jesus,Rua da Guia,,,,,,,,,,
Praça do Carmo,Local,Praça,São José,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Mauricio de Nassau,Frei Caneca,Augusto Lucena,Igreja Basílica de Nossa Senhora do Carmo,,,,,,,,,,,
Praça do Entrocamento,Local,Praça,Parnamirim,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Clube Portugues,Colégio Vera Cruz,Sergio Loreto,Avenida Agamenon Magalhães,,,,,,,,,,,
Praça do Pirulito,Local,Praça,São José,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Terminal de Santa Rita,,,,,,,,,,,,,,
Praça Dom Vidal,Local,Praça,São José,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Mercado de São José,Dom Vidal,Igreja da Penha,,,,,,,,,,,,
Praça Euclides da Cunha,Local,Praça,Madalena,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Clube Intercional do Recife,Euclides da Cunha,Roberto Burle Marx,,,,,,,,,,,,
Praça Joaquim Nabuco,Local,Praça,Santo Antonio,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Joaquim Nabuco,Restaurante Leite,,,,,,,,,,,,,
Praça Sergio Loreto,Local,Praça,São José,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Sergio Loreto,Galo da Madrugada,,,,,,,,,,,,,
Prefeitura do Recife,Local,Instituição,Recife Antigo,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Rio Capibaribe,Igreja do Pilar,Augusto Lucena,Antonio Fárias,Novaes Filho,Jarbas Vasconcelos,Morais Rego,Pelopidas Silveira,João Paulo,,,,,,
Princesa Isabel,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Ponte Princesa Isabel,Teatro Santa Isabel,,,,,,,,,,,,,
Proclamação da Republica,Fato Histórico,Revolução,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",João Alfredo,Barbosa Lima Sobrinho,,,,,,,,,,,,,
Quartel do Derby,Local,Instituição,Derby,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Praça do Derby,Ponte do Derby,,,,,,,,,,,,,
Quilombo dos Palmares,Fato Histórico,Sitio Histórico,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Zumbi dos Palmares,,,,,,,,,,,,,,
Restaurante Dom Pedro,Local,Bar/Restaurante,Santo Antonio,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Mauro Mota,Rua do Imperador,,,,,,,,,,,,,
Revolução de 1817,Fato Histórico,Revolução,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",José de Barros Lima (Leão Coroado),Domingos Teotonio Jorge,Padre Roma,Luis Rego,Cruz Cabugá,Caetano Pinto,Pedro da Silva Pedroso,Matriz de Santo Antonio,Manuel de Carvalho,Frascisco Paes Barreto,Praça da República,Abreu e Lima,Avenida Dantas Barreto,Gervásio Pires,Vigário Tenório
Revolução de 30,Fato Histórico,Revolução,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",João Pessoa,João Dantas,Estácio Coimbra,Carlos de Lima Cavalcanti,Democrito de Souza Filho,Francisco Pessoa de Queiroz,,,,,,,,,
Revolução Praieira,Fato Histórico,Revolução,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Rua da Praia,João Roma,Borges da Fonsesca,Pedro Ivo,Nunes Machado,Felix de Brito,José Tomas Nabuco de Araujo,Abreu e Lima,,,,,,,
Rio Afogados,Local,Rio,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Ponte Motocolombo,,,,,,,,,,,,,,
Rio Beberibe,Local,Rio,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Formado pelos rios Pacas e Araçá. Tem extensão de 19 km e bacia hidrográfica de 72 Km quadrados. Passa por três cidades: Camaragibe, onde está a nascente, Recife e Olinda. Deságua, junto com Capibaribe, no oceano atlântico.",Rio Capibaribe,Ponte do Limoeiro,Casa de Banhos,Enchentes do Recife,Bacia do Pina,,,,,,,,,,
Rio Capibaribe,Local,Rio,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Rio Beberibe,Prefeitura do Recife,Ponte do Limoeiro,Enchentes do Recife,Casa de Banhos,Bacia do Pina,Sport Clube do Recife,Ponte da Torre,Paque da Jaqueira,,,,,,
Rio Mar Shopping,Local,Rio,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",João Carlos Paes Mendoça,,,,,,,,,,,,,,
Rio Tejipió,Local,Rio,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Lagoa do Araça,,,,,,,,,,,,,,
Roberto Burle Marx,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Praça de Casa Forte,Praça Euclides da Cunha,Praça do Derby,Cicero Dias,Mario Melo,,,,,,,,,,
Rosa e Silva,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Avenida Rosa e Silva,Estácio Coimbra,,,,,,,,,,,,,
Avenida Alfredo Lisboa,Local,Logradouro,Recife Antigo,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Alfredo Lisboa,Igreja do Pilar,Porto do Recife,Estação do Brum,Torre Malakoff,,,,,,,,,,
Rua da Guia,Local,Logradouro,Recife Antigo,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Praça do Arsenal,Rua do Apolo,Avenida Barbosa Lima,,,,,,,,,,,,
Rua da Praia,Local,Logradouro,São José,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Revolução Praieira,,,,,,,,,,,,,,
Rua do Apolo,Local,Logradouro,Recife Antigo,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Teatro Apolo,Avenida Barbosa Lima,Rua da Guia,,,,,,,,,,,,
Rua do Bom Jesus,Local,Logradouro,Recife Antigo,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Praça do Arsenal,Sinagoga Kahal Zur Israel,Avenida Barbosa Lima,Avenida Rio Branco,Barreto de Menezes,,,,,,,,,,
Rua do Imperador,Local,Logradouro,Santo Antonio,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Restaurante Dom Pedro,Convento de Santo Antonio,Capela Dourada,Arquivo Publico,Gabinete Português de Leitura,Jornal do Commercio,Forum Paula Batista,Fórum Thomaz de Aquino,Praça Dezessete,,,,,,
Rua do Sol,Local,Logradouro,Santo Antonio,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Edificio dos Correios,Rua da Aurora,Edificio dos Correios,Avenida Guararapes,Casa da Cultura,Ponte Duarte Coelho,Ponte Princesa Isabel,,,,,,,,
Rua Dom Bosco,Local,Logradouro,Boa Vista,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Igreja da Capunga,Colégio Americano Batista,Colégio Salesiano,Dom Bosco,,,,,,,,,,,
Rua Joaquim Nabuco,Local,Logradouro,Graças,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",HEMOPE,Joaquim Nabuco,Morais Rego,Ponte da Capunga,,,,,,,,,,,
Rua Nova,Local,Logradouro,Santo Antonio,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Emparedada da Rua Nova,Igreja da Conceição dos Militares,,,,,,,,,,,,,
Rua Padre Carapuceiro,Local,Logradouro,Boa Viagem,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Padre Carapuceiro,,,,,,,,,,,,,,
Rua Vigário Tenório,Local,Logradouro,Recife Antigo,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Vigário Tenório,,,,,,,,,,,,,,
Rua Félix de Brito e Melo,Local,Logradouro,Boa Viagem,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Felix de Brito,,,,,,,,,,,,,,
