origin_id,origin_name,target_id,target_name,relationship_type,relationship_source,curation_status,notes
LC-0183,Instituto Ricardo Brennand,LC-0121,Estação Central,local,wide_interconnection_columns,imported,
LC-0183,Instituto Ricardo Brennand,LC-0123,Estação do Brum,local,wide_interconnection_columns,imported,
LC-0183,Instituto Ricardo Brennand,LC-0129,Fábrica Tacaruna,local,wide_interconnection_columns,imported,
LC-0183,Instituto Ricardo Brennand,LC-0146,Fundação Joaquim Nabuco,local,wide_interconnection_columns,imported,
LC-0183,Instituto Ricardo Brennand,LC-0147,Gabinete Português de Leitura,local,wide_interconnection_columns,imported,
LC-0183,Instituto Ricardo Brennand,LC-0223,Memorial de Medicina,local,wide_interconnection_columns,imported,
LC-0183,Instituto Ricardo Brennand,LC-0239,Museu da Abolição (Casarão de João Alfredo),local,wide_interconnection_columns,imported,
LC-0183,Instituto Ricardo Brennand,LC-0240,Museu do Estado,local,wide_interconnection_columns,imported,
LC-0183,Instituto Ricardo Brennand,LC-0343,Torre do Zeppelin,local,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,PE-AUS-0092,Gregório Bezerra,person,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,PE-AUS-0043,Carlos de Lima Cavalcanti,person,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,FH-0049,Batalha do Monte das Tabocas,historical_event,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,FH-0153,Guerra dos Mascates,historical_event,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,FH-0185,Invasão Holandesa,historical_event,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,FH-0381,Batalha dos Guararapes,historical_event,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,FH-0486,Invasões Holandesas do Brasil,historical_event,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,FH-0488,Batalha de Casa Forte,historical_event,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,FH-0558,Insurreição Pernambucana,historical_event,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,LC-0135,Fortaleza do Buraco,local,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,LC-0136,Forte das Cinco Pontas,local,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,LC-0137,Forte do Brum,local,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,LC-0438,Forte do Picão,local,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,LC-0449,Forte de São Francisco,local,wide_interconnection_columns,imported,
FH-0184,Intentona Comunista,FH-0304,Revolução de 30,historical_event,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,LC-0137,Forte do Brum,local,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,LC-0332,Sinagoga Kahal Zur Israel,local,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,PE-AUS-0132,Maurício de Nassau,person,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,PE-AUS-0040,Calabar,person,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,PE-AUS-0029,Barreto de Menezes,person,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,PE-AUS-0093,Henrique Dias,person,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,PE-AUS-0013,Antônio Filipe Camarão,person,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,LC-0136,Forte das Cinco Pontas,local,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,PE-AUS-0042,Capitão Temudo,person,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,LC-0333,Sítio da Trindade,local,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,PE-AUS-0167,Vidal de Negreiros,person,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,PE-AUS-0078,Fernandes Vieira,person,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,PE-AUS-0058,Dias Cardoso,person,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,FH-0049,Batalha do Monte das Tabocas,historical_event,wide_interconnection_columns,imported,
FH-0185,Invasão Holandesa,FH-0153,Guerra dos Mascates,historical_event,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,PE-AUS-0132,Maurício de Nassau,person,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,PE-AUS-0029,Barreto de Menezes,person,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,PE-AUS-0093,Henrique Dias,person,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,PE-AUS-0013,Antônio Filipe Camarão,person,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,PE-AUS-0167,Vidal de Negreiros,person,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,PE-AUS-0042,Capitão Temudo,person,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,PE-AUS-0078,Fernandes Vieira,person,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,PE-AUS-0058,Dias Cardoso,person,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,FH-0049,Batalha do Monte das Tabocas,historical_event,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,FH-0153,Guerra dos Mascates,historical_event,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,FH-0184,Intentona Comunista,historical_event,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,FH-0185,Invasão Holandesa,historical_event,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,FH-0381,Batalha dos Guararapes,historical_event,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,FH-0488,Batalha de Casa Forte,historical_event,wide_interconnection_columns,imported,
FH-0486,Invasões Holandesas do Brasil,FH-0558,Insurreição Pernambucana,historical_event,wide_interconnection_columns,imported,
FH-0490,Invenção do Cobogó,PE-AUS-0010,Antônio de Góis,person,wide_interconnection_columns,imported,
FH-0490,Invenção do Cobogó,FH-0493,O Frevo,historical_event,wide_interconnection_columns,imported,
FH-0490,Invenção do Cobogó,LC-0338,Teatro Hermilo Borba Filho,local,wide_interconnection_columns,imported,
FH-0490,Invenção do Cobogó,FH-0305,Revolução Praieira,historical_event,wide_interconnection_columns,imported,
FH-0490,Invenção do Cobogó,LC-0253,Palácio do Campo das Princesas,local,wide_interconnection_columns,imported,
FH-0490,Invenção do Cobogó,FH-0494,O Maracatu,historical_event,wide_interconnection_columns,imported,
FH-0490,Invenção do Cobogó,LC-0032,Avenida Domingos Ferreira,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0347,UFRPE,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0373,Parque de Dois Irmãos,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0002,1 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0003,2 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0004,3 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0022,Arsenal da Marinha,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0204,Largo da Paz,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0215,Marco Zero,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0255,Parque da Jaqueira,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0257,Jardim do Baobá,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0355,Parque 13 de Maio,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0334,Sítio do Valença (Sítio Sabiá),local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0352,Viaduto José de Barros Lima,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0351,Viaduto Capitão Temudo,local,wide_interconnection_columns,imported,
LC-0374,Jardim Botânico,LC-0333,Sítio da Trindade,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0038,Avenida Rui Barbosa,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0006,Academia Pernambucana de Letras,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0002,1 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0003,2 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0004,3 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0022,Arsenal da Marinha,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0204,Largo da Paz,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0215,Marco Zero,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0255,Parque da Jaqueira,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0258,Pátio de São Pedro,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0071,Capunga,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0087,Clube Português,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0088,Colégio Agnes,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0089,Colégio Americano Batista,local,wide_interconnection_columns,imported,
LC-0257,Jardim do Baobá,LC-0259,Pátio do Livramento,local,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,LC-0034,Avenida Marechal Mascarenhas de Morais,local,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,LC-0310,Rio Tejipió,local,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,LC-0273,Ponte do Derby,local,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,LC-0272,Ponte da Torre,local,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,LC-0271,Ponte da Capunga,local,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,LC-0276,Ponte Duarte Coelho,local,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,FH-0080,Enchentes do Recife,historical_event,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,LC-0058,Cabanga Iate Clube,local,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,LC-0275,Ponte do Pina,local,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,LC-0274,Ponte do Limoeiro,local,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,LC-0270,Ponte da Boa Vista,local,wide_interconnection_columns,imported,
LC-0203,Lagoa do Araçá,LC-0281,Ponte Princesa Isabel,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0279,Ponte Motocolombó,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0171,Igreja de Nossa Senhora da Paz,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0002,1 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0003,2 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0004,3 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0022,Arsenal da Marinha,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0215,Marco Zero,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0255,Parque da Jaqueira,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0257,Jardim do Baobá,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0258,Pátio de São Pedro,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0050,Batutas de São José,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0226,Mercado de Afogados,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0259,Pátio do Livramento,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0267,Polo Pina,local,wide_interconnection_columns,imported,
LC-0204,Largo da Paz,LC-0283,Praça da Independência,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0107,Diário de Pernambuco,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,PE-AUS-0109,Jornal do Commercio,person,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0430,Folha de Pernambuco,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0401,Faculdade Maurício de Nassau,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0021,Arquivo Público,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0033,Avenida Guararapes,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0068,Capela Dourada,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0098,Convento de Santo Antônio,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0114,Edifício dos Correios,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0434,Museu Franciscano de Arte Sacra,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0181,Igreja Rosário dos Pretos,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0465,Travessa Tuyuty,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0339,Teatro Santa Isabel,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0328,Savoy,local,wide_interconnection_columns,imported,
LC-0429,LeiaJá,LC-0319,Rua do Sol,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0284,Praça da República,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0605,Universidade Católica de Pernambuco (Unicap),local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,PE-AUS-0091,Ginásio Pernambucano,person,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0319,Rua do Sol,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0006,Academia Pernambucana de Letras,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0021,Arquivo Público,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0054,Biblioteca Pública do Estado de Pernambuco,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0033,Avenida Guararapes,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0068,Capela Dourada,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0098,Convento de Santo Antônio,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0107,Diário de Pernambuco,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0114,Edifício dos Correios,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0147,Gabinete Português de Leitura,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0123,Estação do Brum,local,wide_interconnection_columns,imported,
LC-0205,Liceu de Artes e Ofícios,LC-0347,UFRPE,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,LC-0149,Galo da Madrugada,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,LC-0042,Banhistas do Pina,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,LC-0050,Batutas de São José,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,LC-0213,Maracatu Encanto do Pina,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,LC-0214,Maracatu Porto Rico,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,LC-0388,Maracatu Cruzeiro do Forte,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,LC-0437,Casa do Carnaval - Anexo,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,LC-0443,Troça Carnavalesca Mista Cariri Olindense,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,LC-0444,Troça Carnavalesca Mista Pitombeira dos Quatro Cantos,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,LC-0445,Clube Carnavalesco Misto Elefante de Olinda,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,FH-0493,O Frevo,historical_event,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,FH-0494,O Maracatu,historical_event,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,LC-0580,Paço do Frevo,local,wide_interconnection_columns,imported,
LC-0394,Madeiras do Rosarinho,FH-0244,Noite dos Tambores Silenciosos,historical_event,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0241,Museu do Homem do Nordeste,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0367,Rua da Aurora,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0281,Ponte Princesa Isabel,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0075,Casa da Cultura,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0077,Castelinho,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0121,Estação Central,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0123,Estação do Brum,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0129,Fábrica Tacaruna,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0146,Fundação Joaquim Nabuco,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0147,Gabinete Português de Leitura,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0183,Instituto Ricardo Brennand,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0223,Memorial de Medicina,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0239,Museu da Abolição (Casarão de João Alfredo),local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0240,Museu do Estado,local,wide_interconnection_columns,imported,
LC-0433,Mamam - Museu de Arte Moderna Aloísio Magalhães,LC-0248,Oficina Brennand,local,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,FH-0102,Cruzeiro do Forte,historical_event,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,FH-0494,O Maracatu,historical_event,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,LC-0135,Fortaleza do Buraco,local,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,LC-0136,Forte das Cinco Pontas,local,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,LC-0137,Forte do Brum,local,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,LC-0438,Forte do Picão,local,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,LC-0449,Forte de São Francisco,local,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,FH-0049,Batalha do Monte das Tabocas,historical_event,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,FH-0153,Guerra dos Mascates,historical_event,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,FH-0184,Intentona Comunista,historical_event,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,FH-0185,Invasão Holandesa,historical_event,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,FH-0381,Batalha dos Guararapes,historical_event,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,LC-0042,Banhistas do Pina,local,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,LC-0050,Batutas de São José,local,wide_interconnection_columns,imported,
LC-0388,Maracatu Cruzeiro do Forte,LC-0149,Galo da Madrugada,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0056,Brasília Teimosa,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,FH-0494,O Maracatu,historical_event,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0042,Banhistas do Pina,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0050,Batutas de São José,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0149,Galo da Madrugada,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0214,Maracatu Porto Rico,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0388,Maracatu Cruzeiro do Forte,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0394,Madeiras do Rosarinho,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0437,Casa do Carnaval - Anexo,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0443,Troça Carnavalesca Mista Cariri Olindense,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0444,Troça Carnavalesca Mista Pitombeira dos Quatro Cantos,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,FH-0493,O Frevo,historical_event,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0580,Paço do Frevo,local,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,FH-0244,Noite dos Tambores Silenciosos,historical_event,wide_interconnection_columns,imported,
LC-0213,Maracatu Encanto do Pina,LC-0131,Favela do Bode,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0131,Favela do Bode,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,FH-0244,Noite dos Tambores Silenciosos,historical_event,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,FH-0494,O Maracatu,historical_event,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0060,Cais da Alfândega,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0061,Cais da Lingueta,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0062,Cais do Apolo,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0063,Cais José Estelita,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0064,Cais Martins de Barros,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0282,Porto do Recife,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0370,Cais de Santa Rita,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0584,Porto Digital,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-AUS-0023,Bacia do Pina,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0306,Rio Afogados,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0307,Rio Beberibe,local,wide_interconnection_columns,imported,
LC-0214,Maracatu Porto Rico,LC-0308,Rio Capibaribe,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0282,Porto do Recife,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0313,Avenida Alfredo Lisboa,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0037,Avenida Rio Branco,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,FH-0153,Guerra dos Mascates,historical_event,wide_interconnection_columns,imported,
LC-0215,Marco Zero,PE-AUS-0162,Sebastião de Castro Caldas,person,wide_interconnection_columns,imported,
LC-0215,Marco Zero,PE-AUS-0080,Francisco Brennand,person,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0409,Avenida da Madre de Deus,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0359,Parque das Esculturas,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0002,1 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0003,2 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0004,3 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0022,Arsenal da Marinha,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0204,Largo da Paz,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0255,Parque da Jaqueira,local,wide_interconnection_columns,imported,
LC-0215,Marco Zero,LC-0257,Jardim do Baobá,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,FH-0303,Revolução Pernambucana de 1817,historical_event,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0283,Praça da Independência,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0322,Rua Nova,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0176,Igreja do Livramento,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0181,Igreja Rosário dos Pretos,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0068,Capela Dourada,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0098,Convento de Santo Antônio,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0101,Cruz do Patrão,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0165,Igreja da Capunga,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0166,Igreja da Conceição dos Militares,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0167,Igreja da Madre de Deus,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0168,Igreja da Várzea (Paróquia Nossa Sra. do Rosário),local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,FH-0001,Questão Religiosa,historical_event,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0169,Igreja de Belém,local,wide_interconnection_columns,imported,
LC-0220,Matriz de Santo Antônio,LC-0170,Igreja de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0223,Memorial de Medicina,PE-AUS-0145,Octávio de Freitas,person,wide_interconnection_columns,imported,
LC-0223,Memorial de Medicina,LC-0075,Casa da Cultura,local,wide_interconnection_columns,imported,
LC-0223,Memorial de Medicina,LC-0077,Castelinho,local,wide_interconnection_columns,imported,
LC-0223,Memorial de Medicina,LC-0121,Estação Central,local,wide_interconnection_columns,imported,
LC-0223,Memorial de Medicina,LC-0123,Estação do Brum,local,wide_interconnection_columns,imported,
LC-0223,Memorial de Medicina,LC-0129,Fábrica Tacaruna,local,wide_interconnection_columns,imported,
LC-0223,Memorial de Medicina,LC-0146,Fundação Joaquim Nabuco,local,wide_interconnection_columns,imported,
LC-0223,Memorial de Medicina,LC-0147,Gabinete Português de Leitura,local,wide_interconnection_columns,imported,
LC-0223,Memorial de Medicina,LC-0183,Instituto Ricardo Brennand,local,wide_interconnection_columns,imported,
